age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
-1.2521102306852336,2,-0.007997832681082716,15,-0.04807645126278239,4,12,3,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
0.804060058416894,4,-0.3246928051357782,15,-0.04807645126278239,2,2,0,4,1,-0.14750209471045936,-0.21867335078526204,2.0090318605934567,30,0
-0.8713379549255804,2,0.293014297976971,10,2.306068414064604,4,0,3,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
1.032523423872686,0,-0.573725353930732,11,-0.44043392881734683,0,0,1,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
1.4132956996323391,3,0.5187544667709981,15,-0.04807645126278239,2,11,0,4,1,-0.14750209471045936,-0.21867335078526204,0.7567939456000291,38,1
1.3371412444804085,2,-0.1955578060570936,11,-0.44043392881734683,2,7,0,4,1,-0.14750209471045936,-0.21867335078526204,0.7567939456000291,40,0
1.1086778790246166,5,0.05798935682174556,12,1.5213534589554754,0,9,1,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-1.6328825064448869,2,1.5560367416923935,11,-0.44043392881734683,4,7,3,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.8713379549255804,2,0.139318662529979,9,1.128995981400911,4,12,1,4,0,-0.14750209471045936,-0.21867335078526204,-0.4119614417271699,38,0
-0.5667201343178578,2,-0.03845491469773524,11,-0.44043392881734683,4,7,3,4,0,-0.14750209471045936,-0.21867335078526204,-0.9128566077245409,38,0
-1.175955775533303,2,0.05315294634613666,11,-0.44043392881734683,4,0,4,2,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
1.1086778790246166,1,-0.6218339144933934,11,-0.44043392881734683,2,2,0,4,1,0.5291085593719607,-0.21867335078526204,-0.4954439693933984,38,0
1.032523423872686,2,-1.1434469362776551,9,1.128995981400911,2,3,0,4,1,-0.14750209471045936,-0.21867335078526204,0.7567939456000291,38,1
-1.4805735961410256,2,0.20405652486493958,11,-0.44043392881734683,4,0,3,4,1,-0.14750209471045936,-0.21867335078526204,-2.415542105716654,38,0
-0.49056567916592714,1,0.07965382566454159,8,0.34428102629178203,3,2,1,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
3.164848168126744,2,-0.38967674706440975,14,1.9137109365100398,2,9,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.4954439693933984,38,1
-0.7190290446217191,6,0.21572637636479433,15,-0.04807645126278239,2,4,3,4,1,-0.14750209471045936,-0.21867335078526204,2.0090318605934567,38,0
-0.2621023137101352,2,-0.7514232143603936,1,-1.2251488839264757,2,11,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.4954439693933984,38,0
0.8802145135688246,2,0.11593163653148662,9,1.128995981400911,0,9,4,4,0,-0.14750209471045936,-0.21867335078526204,0.3393813072688866,38,0
-0.33825676886206585,2,-0.6798613756009437,14,1.9137109365100398,2,9,0,4,1,-0.14750209471045936,-0.21867335078526204,0.7567939456000291,38,1
-1.0998013203813723,2,-1.0966350258816442,8,0.34428102629178203,4,0,3,1,0,-0.14750209471045936,-0.21867335078526204,-1.7476818843868258,38,0
0.19482441720144872,3,0.26980709937385355,9,1.128995981400911,2,11,0,4,1,-0.14750209471045936,-0.21867335078526204,1.591619222262314,38,1
-0.49056567916592714,2,0.1868593471072461,12,1.5213534589554754,2,3,0,4,1,-0.14750209471045936,-0.21867335078526204,1.1742065839311715,38,1
0.11866996204951806,2,-0.08309943174949097,11,-0.44043392881734683,5,7,4,4,0,-0.14750209471045936,-0.21867335078526204,0.5063463626013436,38,0
0.11866996204951806,2,-0.3406879787243869,3,-3.1869362716992975,3,6,4,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,5,0
-1.6328825064448869,2,-0.2942641169183954,0,-1.61750636148104,4,11,3,4,1,-0.14750209471045936,-0.21867335078526204,-1.7476818843868258,38,0
1.1086778790246166,1,0.4157512276202121,7,0.7366385038463464,4,0,1,2,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
0.6517511481130326,1,0.9245491813340736,12,1.5213534589554754,2,9,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.2621023137101352,4,0.8400965577061711,11,-0.44043392881734683,2,4,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.9128566077245409,38,0
-1.4805735961410256,2,0.402936159549812,15,-0.04807645126278239,4,7,3,4,0,-0.14750209471045936,-0.21867335078526204,-0.4954439693933984,38,0
-0.10979340340627389,2,0.9473210083483887,15,-0.04807645126278239,4,7,2,1,1,-0.14750209471045936,-0.21867335078526204,-0.9128566077245409,39,0
1.1848323341765472,5,-0.49906859105088264,10,2.306068414064604,4,3,1,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,1
-1.404419140989095,4,-0.014395902116526192,15,-0.04807645126278239,4,9,3,4,1,-0.14750209471045936,-0.21867335078526204,-2.582507161049111,38,0
-1.4805735961410256,2,-0.1251695776674588,1,-1.2251488839264757,4,6,3,4,1,-0.14750209471045936,-0.21867335078526204,1.591619222262314,38,0
0.27097887235337936,2,1.6822187856470272,0,-1.61750636148104,2,2,3,3,1,-0.14750209471045936,-0.21867335078526204,0.17241625193642957,38,1
-1.5567280512929562,2,-0.31158433447292433,2,-0.8327914063719112,4,7,3,4,1,-0.14750209471045936,-0.21867335078526204,-1.1633041907232264,38,0
0.804060058416894,2,-0.6369867387036672,11,-0.44043392881734683,6,12,4,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.6428745894697885,4,1.489453282404901,11,-0.44043392881734683,0,2,1,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.8713379549255804,2,0.8497788432571455,9,1.128995981400911,4,11,1,4,1,1.2723949890611463,-0.21867335078526204,0.3393813072688866,38,1
-0.4144112240139965,2,-0.5327814953837964,11,-0.44043392881734683,2,10,0,4,1,0.8901565345705391,-0.21867335078526204,0.5898288902675721,38,1
1.7940679753919924,4,-1.4212518683325914,11,-0.44043392881734683,2,13,0,4,1,-0.14750209471045936,-0.21867335078526204,0.5898288902675721,38,0
0.6517511481130326,2,-0.8236475751028036,5,-2.4022213165901687,2,5,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,31,0
-0.9474924100775111,2,-0.6583294111547398,9,1.128995981400911,4,11,2,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.5667201343178578,2,0.10881425751454359,11,-0.44043392881734683,2,7,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-1.3282646858371643,2,0.30944484315438203,8,0.34428102629178203,4,0,3,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-1.404419140989095,2,-0.04769236406015067,15,-0.04807645126278239,4,0,3,4,0,-0.14750209471045936,-0.21867335078526204,-2.415542105716654,38,0
-1.5567280512929562,2,1.1599621710793186,2,-0.8327914063719112,4,7,3,2,1,-0.14750209471045936,-0.21867335078526204,-1.7476818843868258,38,0
-0.4144112240139965,2,0.9320546089410362,2,-0.8327914063719112,5,0,4,4,0,0.05104054884733834,-0.21867335078526204,-0.07803133106225592,38,0
-0.8713379549255804,2,2.0058134513242645,11,-0.44043392881734683,4,0,1,2,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.18594785855820453,2,-1.5834372497612295,15,-0.04807645126278239,0,3,4,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.5667201343178578,2,0.03303120726366206,9,1.128995981400911,4,9,1,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
0.8802145135688246,2,-0.3677378048286731,11,-0.44043392881734683,0,6,4,2,0,-0.14750209471045936,-0.21867335078526204,0.25589877960265806,38,0
-1.175955775533303,2,-1.53344523384701,11,-0.44043392881734683,2,7,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.033638948254343236,1,0.8798100182847521,8,0.34428102629178203,0,3,3,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-1.4805735961410256,2,2.1302540089236888,11,-0.44043392881734683,4,2,3,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.7190290446217191,2,0.009180415877097623,11,-0.44043392881734683,0,6,1,4,1,-0.14750209471045936,-0.21867335078526204,0.25589877960265806,38,0
-0.033638948254343236,1,-1.5075784827122953,12,1.5213534589554754,4,9,1,4,0,-0.14750209471045936,3.9080353580943004,1.1742065839311715,38,0
-0.033638948254343236,2,-0.6318947840346307,11,-0.44043392881734683,2,0,0,1,1,-0.14750209471045936,-0.21867335078526204,0.5898288902675721,37,0
-0.2621023137101352,2,1.009711649943719,15,-0.04807645126278239,2,11,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.2621023137101352,3,-1.175229062260228,9,1.128995981400911,2,3,0,4,1,-0.14750209471045936,-0.21867335078526204,0.7567939456000291,38,1
-1.6328825064448869,2,-0.1466731483143931,1,-1.2251488839264757,4,7,3,4,1,-0.14750209471045936,-0.21867335078526204,-1.7476818843868258,38,0
-0.7190290446217191,2,0.059825489174520755,14,1.9137109365100398,0,9,3,4,0,0.14592530644158155,-0.21867335078526204,2.593409554257056,38,0
-0.7190290446217191,2,1.3059630869242165,15,-0.04807645126278239,2,5,0,4,1,-0.14750209471045936,-0.21867335078526204,-1.7476818843868258,38,0
-0.4144112240139965,2,-0.1179670172527066,8,0.34428102629178203,2,2,0,2,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
0.19482441720144872,2,-0.3231027523766739,1,-1.2251488839264757,4,5,2,2,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
0.6517511481130326,2,-1.5412629932459394,12,1.5213534589554754,0,11,1,4,0,-0.14750209471045936,-0.21867335078526204,-2.916437271714025,38,0
-0.6428745894697885,5,0.39039556487235255,8,0.34428102629178203,2,10,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
0.042515506897587416,2,0.12438352411410648,15,-0.04807645126278239,0,12,1,4,0,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,30,0
-0.8713379549255804,2,-0.5451990502644204,11,-0.44043392881734683,4,2,1,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.9474924100775111,2,1.6762276940011163,11,-0.44043392881734683,4,2,3,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.49056567916592714,2,0.5129148087211924,4,-2.794578794144733,2,7,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,25,0
2.327149161455507,5,-1.3186745361708512,14,1.9137109365100398,2,0,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.578926497059627,38,1
-0.18594785855820453,3,-1.5369282065574288,8,0.34428102629178203,2,11,0,4,1,-0.14750209471045936,-0.21867335078526204,1.591619222262314,38,0
-0.7190290446217191,2,4.190905597124317,11,-0.44043392881734683,2,2,0,2,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-1.4805735961410256,2,-1.1115228412987337,15,-0.04807645126278239,4,7,1,4,1,-0.14750209471045936,-0.21867335078526204,-1.7476818843868258,38,0
0.8802145135688246,2,0.011991402004799858,11,-0.44043392881734683,2,5,0,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
-0.4144112240139965,2,-0.8484164326657556,0,-1.61750636148104,5,5,1,4,1,-0.14750209471045936,-0.21867335078526204,-0.07803133106225592,38,0
